id,weibo_content,weibo_place,publish_time,publish_tool,up_num,retweet_num,comment_num
93,@人民日报,无,2018-10-27 09:07,iPhone 7 Plus,2114,100,0
94,#六小龄童人品不好？#有网友说花铁干是我的本色出演，是否说明这个角色演的好？电影《过年》上映后，很多观众都说大哥程志是我的本色出演，再往前演完央视版《西游记》后，有观众说孙悟空是我的本色出演，弄得我都不知道我的本色究竟是什么样。我只知道为了角色创作，要多读剧本，多做案头工作，把读出来的人物演到最好。有些东西不能过分曲解甚至翻案。绍剧《孙悟空三打白骨精》于1960年摄制成彩色戏曲片，发行至七十二个国家和地区，荣获中国大众电影百花奖最佳戏曲片奖，1961年10月为毛主席等党和国家领导人演出，毛泽东等领导人为该剧四次题诗。半个多世纪过去了，演员已数代易人，剧中的台词、唱词一直没变，完全是复读机的状态，但在戏曲舞台上依然保持着旺盛的生命力，剧团在不同场合演出都座无虚席，仍受欢迎。我是“讲好中国故事”形象大使，也是猴戏艺术研习与推动的担当。我们中国人的气节与中国精神也是一成不变，代代复读，为了弘扬艺术和文化，我愿意一直做一台复读机，一辈子讲下去。[加油]我去学校确实有很多人称呼我六老师、六小叔叔、小龄童伯伯、龄童爷爷、齐天大圣、猴哥，但章承恩、章铁承莱、六承恩、六小承恩等等还没有人称呼过，你们提醒了我，我下次去学校可以提一下， 让大家知道网民朋友是这样称呼我的。[嘻嘻]关于《西游记》电影，创作的同时也在经过与美方的多轮谈判，在此之前我辞演了多部有关《西游记》内容的电影、电视剧，有幸@儒意影业与美国制片公司达成合作意向，部分特效已经完成，目前一直在不断推进电影的工作进度，我本人也把这次合作当成自己的第一工作。“一个民族没有自己的文化是可怕的，有了文化不去弘扬是可悲的，而一个民族有了优秀的文化却被国人践踏是可耻的。”我的这句话被很多年轻人转发且倒背如流，你们辛苦了，谢谢大家的付出。大家都喜欢填空，说明对我的了解与支持，我很高兴你们都记下来了。希望大家继续来工作：苦练________________，笑对________________。[耶],无,2018-10-26 19:10,iPhone 7 Plus,2837,814,2
95,#大V有看法# 六小龄童的微博视频,无,2018-10-26 12:33,iPhone 7 Plus,1146,47,0
96,[祈祷][祈祷][祈祷][祈祷][祈祷][祈祷] http://t.cn/EZi8Gf3,无,2018-10-26 09:26,iPhone 7 Plus,2033,153,1
97,国家培养一个艺术素养好的戏曲演员太难了，京剧团在基层演出条件非常艰苦，令人感动。这位青年演员不知是哪个团的、姓甚名谁？后起之秀[good][握手][耶] 六小龄童的微博视频,无,2018-10-25 22:19,iPhone 7 Plus,3293,294,2
98,@人民网 ：六小龄童打假高仿是怎么回事？事件详情解析[good][握手][耶],无,2018-10-25 18:23,iPhone 7 Plus,2360,145,0
99,今晚22:23  ， @云南卫视 的《记录时间》栏目将播出我出任总导演并饰演玄奘大师的电视纪录片《重走玄奘路》，该片在第六届温哥华国际华语电影节获得最佳纪录片大奖，我本人获得最佳纪录片导演奖、最佳艺术成就奖。希望网民朋友及观众关注与支持：弘扬玄奘精神，传承西游文化！[祈祷][祈祷][祈祷]? 全,无,2018-10-25 09:21,iPhone 7 Plus,2490,134,0
100,恭贺 @朱龙广 先生八十大寿、金婚[作揖][蛋糕][祈祷] “如来佛祖”朱龙广喜迎80岁及金婚，夫妻恩爱和睦,无,2018-10-24 23:05,iPhone 7 Plus,3304,71,0
101,"转发理由:转发微博
原始用户: 丝路凝聚力盛典
转发内容: #2018年丝路凝聚力盛典#  #六小龄童[超话]# 在网络暴力泛滥的时代，支持#六小龄童打假# ，我们应该尊重经典、尊重老戏骨艺术家。丝路凝聚力盛典感谢人民的艺术家@六小龄童 老师的祝福和参与，期待与您相约盛典！“传承丝路精神，凝聚榜样力量”，2018.12.16，上海旗忠森林体育城网球中心我们不见不散 丝路凝聚力盛典的秒拍视频",无,2018-10-24 22:18,iPhone 7 Plus,2192,53,0
102,"转发理由:携手努力，共创辉煌！[作揖][握手][祈祷]
原始用户: 北京长江新世纪
转发内容: #六小龄童打假#@六小龄童 六老师确实有胸襟和气魄，面对这些小把戏一笑而过，淡然了之。果然经历过九九八十一难的人就是不一样[坏笑]一生做好一件事，足矣！不用去理会那些流言蜚语。戏里戏外，书中书外，都是我们最爱的行者[心]",无,2018-10-24 17:48,iPhone 7 Plus,2500,68,0
103,腾讯网[good][握手][作揖]  六小龄童打假高仿号：出于对老人的尊重也不该攻击我,无,2018-10-24 16:09,iPhone 7 Plus,6136,1840,1
104,最近出现了新现象，有部分小网友在微博上编造我的评论，虽然这些都是小孩子的小把戏[嘻嘻]也与我这个年龄讲话的口气相差甚远，但实在很好玩儿[good][握手],无,2018-10-24 10:59,iPhone 7 Plus,65817,12942,10
105,四川成都孩子们的礼物让我感动万分……[good][握手][耶]给齐天大圣的礼物诞生记,无,2018-10-24 08:59,iPhone 7 Plus,2734,36,1
106,[good]http://t.cn/EZAV2pi,无,2018-10-24 08:15,iPhone 7 Plus,1834,45,0
107,《成都商报》（今天）[good][握手][作揖] @成都商报 @成都商报1视频 六小龄童亮相广汉 讲述四川缘分唤醒儿时记忆,无,2018-10-23 23:06,iPhone 7 Plus,1515,29,0
108,应本届大会主席刘颖斌院长相邀出席“第九届新华国际外科论坛”，恭贺大会圆满落幕……[good][握手][耶]@上海新华医院官方微博 @刘颖斌上海交大新华医院  第九届新华国际外科论坛圆满落幕,无,2018-10-23 16:38,iPhone 7 Plus,1656,36,0
109,[good][握手][作揖],无,2018-10-23 11:25,iPhone 7 Plus,2646,174,1
110,今晚在大成都的四川邮电职业技术学院[good][握手][耶]@贰零壹陆影视传媒 @儒意影业 @行走的禅文化 @游福 @行者李一健 @北方出版传媒上海公司 @六小龄童图书签名店 @四川邮电职业技术学院团委,无,2018-10-22 22:50,iPhone 7 Plus,2548,73,0
111,@人民网（今天）：六小龄童亮相成都．助力冬奥会吉祥物征集[good][握手][耶]@贰零壹陆影视传媒 @儒意影业 @北方出版传媒上海公司 @六小龄童图书签名店 @行走的禅文化 @游福 @行者李一健,无,2018-10-22 15:04,iPhone 7 Plus,1856,102,0
112,昨晚在大成都的 @电子科技大学 [耶]大学生们都是我们国家、民族未来的希望[祈祷][握手][作揖] @贰零壹陆影视传媒 @儒意影业 @行走的禅文化 @游福 @六小龄童图书签名店 @北方出版传媒上海公司 @行者李一健,无,2018-10-22 12:47,iPhone 7 Plus,2154,52,0
113,今天是我敬爱的伯父七龄童（本名章宗信）97周岁冥诞，他七岁登台献艺被观众誉为“小神童”而得此艺名，是绍剧《孙悟空三打白骨精》的原始编剧、原始导演、猪八戒的饰演者，人谓其表演“形神兼备，笨扮巧演，谐而不俗，妙趣横生”，被大家誉为“七派猪戏”、“天下第一猪”等，为中国绍剧的兴盛做出了重大而不可替代的贡献，是“章氏猴戏”、“猴王世家”、“七派猪戏”形成的关键性重要人物、奠基人之一，作为承前启后的绍剧艺术大师、著名的教育家，把自己传奇而辉煌的一生献给了他钟爱的绍剧艺术事业。愿伯父与父亲六龄童、二哥小六龄童在天国时时有绍剧猴戏陪伴！[祈祷][祈祷][祈祷][祈祷][祈祷][祈祷],无,2018-10-22 08:04,iPhone 7 Plus,4830,131,0
114,六百余载经典留，小道清风万年守。龄健永驻岁月悠，童心未泯向前走。一一致经典孙行者@四川旅游学院 杨楠2018年10月21日成都[嘻嘻][握手][耶],无,2018-10-21 18:09,iPhone 7 Plus,2857,87,1
115,@四川省图书馆 （今天上午）[good]大成都[作揖]谢谢报告厅、视频直播间男女老少读者的真情支持[祈祷][握手][作揖]@贰零壹陆影视传媒 @儒意影业 @北方出版传媒上海公司 @六小龄童图书签名店 @行者李一健 @游福  @行走的禅文化,无,2018-10-21 12:40,iPhone 7 Plus,1709,51,1
116,"转发理由:艺术长存，一路走好！[祈祷][祈祷][祈祷][祈祷][祈祷][祈祷]
原始用户: 新浪娱乐
转发内容: 【#香港演员岳华去世# 享年76岁】据港媒报道，演员岳华传出在加拿大时间昨天不幸离世，享年76岁。当时岳华太太及女儿均陪伴在旁边，其好友张之珏也向港媒证实此消息。[蜡烛][蜡烛]岳华因扮演《西游记》里的孙悟空而成名，之后陆续主演《大醉侠》《十二金牌》《流星蝴蝶剑》《楚留香》等多部知名经典影 全",无,2018-10-21 12:13,iPhone 7 Plus,1899,92,29
117,@四川旅游学院 、成都@电子科技大学 [good][握手][作揖],无,2018-10-21 08:40,iPhone 7 Plus,1785,61,145
118,因生活压力大而攻击六小龄童，网友道歉，六小龄童：交给律师处理,无,2018-10-20 21:51,iPhone 7 Plus,3318,246,726
119,应邀出席今天上午十时在上海国际会议中心举行的 “第九届新华国际外科论坛”，并作“苦练七十二变，笑对八十一难”的主旨演讲。有缘与我国外科学大家、我的老朋友刘颖斌院长再聚……[good][握手][作揖] @上海新华医院官方微博 @刘颖斌上海交大新华医院,无,2018-10-20 17:40,iPhone 7 Plus,1664,29,109
120,@四川省图书馆 [嘻嘻]明天上午十时我与大家不见不散[good][握手][耶]（巴蜀讲坛）苦练七十二变 笑对八十一难（10月21日）,无,2018-10-20 17:00,iPhone 7 Plus,1241,23,93
121,这是重庆某大学一在校生近期在网上发表的致歉信，我已聘请了律师，对近期各种不明真相、以讹传讹的人表示遗憾，对继续对我恶意抹黑、进行人身攻击的人我们将保留追究法律责任的权利。网络不是法外之地，每个人都要对自己的言论负责，在网上也应当遵守相关法律法规，网络不能成为发泄不良情绪、故意伤害或报复他人的工具，对个别编造、传播谣言或辱骂他人构成违法犯罪的，必将受到法律的严惩。请部分网友尤其是年轻人多做些对国家和社会有益的事，提高辨别能力，不信谣、不传谣，不做违反国家法律、法规的事情，传播网络正能量，打击网络谣言，共同打造健康有序的网络环境。祝福大家吉祥如意！,无,2018-10-19 23:21,iPhone 7 Plus,2694,232,821
122,今晚旅游卫视刚刚播出我出任总导演并饰演玄奘大师的电视纪录片《重走玄奘路》。[祈祷][祈祷][祈祷][祈祷][祈祷][祈祷] 摄影：@光影先生1981 。 @行走的禅文化 @一品行的微博 @行者李一健  @旅游卫视官方微博,无,2018-10-18 21:41,iPhone 7 Plus,2715,97,250
123,为国粹戏曲艺术的弘扬鼓与呼[good][握手][耶] @河北长城网  ：郭德纲、六小龄童与16位河北梆子名旦齐聚一堂 为这件事儿…… 郭德纲、六小龄童与16位河北梆子名旦齐聚一堂为这件事儿……,无,2018-10-18 08:28,iPhone 7 Plus,1572,52,175
124,今晚七时在上海与闻名中外的百年名校 @同济大学 的师生们共话西游[作揖][握手][祈祷] 摄影：@光影先生1981 。@贰零壹陆影视传媒 @儒意影业 @行走的禅文化 @一品行的微博 @北方出版传媒上海公司 @六小龄童图书签名店,无,2018-10-17 22:48,iPhone 7 Plus,2077,66,254
125,今天至历史文化名城昆山[good]走进市实验小学、柏庐实验小学[握手][耶][作揖] 摄影：@光影先生1981 。@贰零壹陆影视传媒 @儒意影业 @一品行的微博 @行走的禅文化 @六小龄童图书签名店 @北方出版传媒上海公司,无,2018-10-17 15:58,iPhone 7 Plus,1985,67,78
126,继承、创新、发展[握手]谢谢大家对“六小龄童艺术馆”（天津馆）的鼎力支持与关注[耶][作揖][祈祷] @奇艺魔方格 @德谦文化 @佳希魔方 他们用魔方拼出了你的童年——世界上最大的美猴王魔方墙,无,2018-10-17 15:25,iPhone 7 Plus,1203,290,28
127,《西游记》的人是家人，《西游记》的事是家事。重阳节家里的老人们节日快乐[祈祷] [祈祷] [祈祷][作揖][作揖][作揖],无,2018-10-17 12:39,iPhone 7 Plus,6518,187,94
128,咚咚三人上海行[嘻嘻][握手][耶]@光影先生1981 @六小龄童图书签名店,无,2018-10-17 08:48,iPhone 7 Plus,2398,24,21
129,#重阳节来啦# 今天是重阳节，也是老年节，是登高、赏菊、与父母团聚表达孝心的时候。特送上我现场演唱的《九月九的酒》，恭祝所有的老年人重阳节快乐！[心][心]六小龄童3fcv7的秒拍视频,无,2018-10-17 08:05,iPhone 7 Plus,4468,380,32
130,“西游文化”今天下午走进上海宝山[good][握手][耶]摄影：@光影先生1981 。@贰零壹陆影视传媒 @儒意影业 @六小龄童图书签名店 @行走的禅文化 @一品行的微博 @辽宁人民出版社,无,2018-10-16 21:11,iPhone 7 Plus,1955,54,16
131,荣幸受聘 @同济大学 “西游文化研究中心”荣誉主任，任重道远……[good][握手][耶]摄影：@光影先生1981 西游文化论坛在同济大学拉开帷幕,无,2018-10-16 19:55,iPhone 7 Plus,1390,73,17
132,“西游文化论坛”今天下午二时在上海的 @同济大学 隆重举行，校党委常委、宣传部长朱大章及淮安市淮安区副书记颜复等领导专家与嘉宾出席活动……摄影：@光影先生1981 [good][握手][耶]@贰零壹陆影视传媒 @儒意影业 @行走的禅文化 @一品行的微博,无,2018-10-15 20:48,iPhone 7 Plus,1647,51,12
133,@人民网  @新华网  @央广网 ：弘扬传统文化 六小龄童艺术馆天津馆落成 [耶][握手][作揖],无,2018-10-15 17:55,iPhone 7 Plus,1487,108,13
134,六小龄童艺术馆（天津馆）昨天上午十时在天津正式开馆，7000平方米的西游文化窗口又一次迎来了热情的老友新朋及青少年儿童……[作揖][握手][耶] @德谦文化  @贰零壹陆影视传媒 @儒意影业 @一品行的微博 @行走的禅文化,无,2018-10-15 07:58,iPhone 7 Plus,1785,62,13
135,南通是我最崇敬的中国人民艺术家赵丹先生的家乡[good][作揖][祈祷] http://t.cn/E7RyDKr,无,2018-10-14 22:08,iPhone 7 Plus,1800,39,4
136,感谢 @郭德纲 先生从澳大利亚发来的祝福，祝郭先生演出成功、吉祥如意！[作揖][握手][祈祷],无,2018-10-13 13:50,iPhone 7 Plus,5394,109,18
137,偶遇苏州街头的“如意金箍棒”[good][握手][作揖],无,2018-10-13 11:23,iPhone 7 Plus,4808,90,22
138,江苏省苏州市高新区长江小学校师生们送给我的绘画作品[good][握手][耶]（今天）@贰零壹陆影视传媒 @儒意影业 @一品行的微博 @行走的禅文化 @六小龄童图书签名店,无,2018-10-12 17:37,iPhone 7 Plus,2223,69,7
139,大白新闻[good][握手][耶]  六小龄童感慨维权难：到处都是自己的“徒弟”，不敢与人合影,无,2018-10-10 21:05,iPhone 7 Plus,1225,48,157
140,[祈祷][祈祷][祈祷][泪][泪][泪] http://t.cn/E7LmQkd,无,2018-10-10 16:04,iPhone 7 Plus,1296,27,119
141,应邀参加今天上午十时在中国现代文学馆举行的“马识途书法展暨《马识途文集》发布会”，在会上与105岁高寿的马老、铁凝女士、王蒙先生等欢聚……[good][作揖][祈祷],无,2018-10-10 11:09,iPhone 7 Plus,2660,53,144
142,"转发理由:[good]坚持维护自身的合法权益[good][握手][耶]
原始用户: 陈忱山翁
转发内容: 自媒体时代更需要文责自负方便的网络自媒体时代不是法外之地，北京市影视娱乐法学会组织召开了“人民艺术家”法律权益保护座谈会在中国政法大学召开，著名表演艺术家六小龄童应邀参加，并以自已亲身的经历呼吁全社会都来关注支持以法律为准绳的自身权益保护。过去举报诬陷别人，需要一张邮票一个信封，现在零成本，只要动动手指，编造个恶心你的故事，往网上一发，就齐了，妥妥的杀伤力，让你有苦不知找谁说理！“法治国家建设”，让不仅仅是艺术家，是所有人维权有了明确的方向和途径。“定分止争”！促使人们重新重视“文责自负”这一名词，不是作家的专属，也是所有处在这个网络自媒体时代的人们，必须明白的。",无,2018-10-10 08:23,iPhone 7 Plus,1150,31,94
143,1961年的今天，毛泽东主席等国家领导人在中南海怀仁堂观看了由父亲六龄童、伯父七龄童、二哥小六龄童等艺术家们演出的绍剧舞台剧《孙悟空三打白骨精》（七龄童是本剧的原始编剧、导演），同年11月17日挥毫写下了诗词《七律·和郭沫若同志》，“金猴奋起千钧棒，玉宇澄清万里埃”的光辉诗句已经成为经典绝唱，使“章氏猴戏”、绍剧艺术大放异彩。,无,2018-10-10 08:06,iPhone 7 Plus,2135,99,297
144,今晚与 @中国政法大学 副书记、副校长常保国先生及研究生院师生一起共话西游……[good][握手][作揖],无,2018-10-09 21:56,iPhone 7 Plus,1780,53,164
145,@中国政法大学 （今天）：用法律武器来捍卫自己的正当权益[good][握手][耶]@漏头眉,无,2018-10-09 18:57,iPhone 7 Plus,1359,42,151
146,上午接受从福建专程赶来北京录制专访的媒体、摄制组，谈“南北猴戏”的表演、推荐京剧电影《大闹天宫》及剧中四位扮演孙悟空艺术形象的后起之秀……[good][握手][耶],无,2018-10-09 10:39,iPhone 7 Plus,1899,42,184
